Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Substance,Significant,What Happened Category
INC2009-079,Operation Beyond Design Limits,08/11/2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,Equipment Failure
INC2009-084,Release of Substance,08/24/2009,Williams Lake,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Corrosion and Cracking
INC2009-089,Release of Substance,09/03/2009,Savona,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fuel Gas,No,Equipment Failure
INC2009-106,Release of Substance,09/23/2009,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Equipment Failure
INC2009-115,Release of Substance,10/16/2009,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,External Interference
INC2009-132,Fire,12/04/2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,External Interference
INC2009-136,Release of Substance,12/10/2009,Moyie,British Columbia,TransCanada PipeLines Limited B.C. System,Natural Gas - Sweet,No,Defect and Deterioration
INC2009-139,Operation Beyond Design Limits,12/14/2009,Hope,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,Equipment Failure
INC2009-143,Release of Substance,12/17/2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur Dioxide,No,Equipment Failure
INC2009-148,Serious Injury (CER or TSB),12/06/2010,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2010-003,"Release of Substance, Adverse Environmental Effects",01/09/2010,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Contaminated Water,Yes,To be determined
INC2010-018,Release of Substance,02/09/2010,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Equipment Failure
INC2010-022,Release of Substance,02/16/2010,Taylor,British Columbia,Provident Energy Pipeline Inc.,Mixed HVP Hydrocarbons,No,Defect and Deterioration
INC2010-024,Fire,02/19/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,Defect and Deterioration
INC2010-044,Release of Substance,04/21/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Mixed HVP Hydrocarbons,No,Equipment Failure
INC2010-063,Fire,06/24/2010,Prince George,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,External Interference
INC2010-113,"Explosion, Fire",10/14/2010,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,External Interference
INC2010-123,Serious Injury (CER or TSB),11/05/2010,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Incorrect Operation
INC2010-134,Adverse Environmental Effects,11/22/2010,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Equipment Failure
INC2010-135,Release of Substance,11/22/2010,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Equipment Failure
INC2010-151,Operation Beyond Design Limits,12/08/2010,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,Equipment Failure
INC2010-156,"Release of Substance, Adverse Environmental Effects",12/13/2010,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Contaminated Water,Yes,Other Causes
INC2010-165,Serious Injury (CER or TSB),12/30/2010,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,To be determined
INC2011-007,Release of Substance,01/20/2011,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Propane,No,"Corrosion and Cracking, Equipment Failure, External Interference"
INC2011-013,Release of Substance,02/02/2011,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Propane,No,Incorrect Operation
INC2011-038,Release of Substance,03/07/2011,Kamloops,British Columbia,Trans Mountain Pipeline ULC,Waste Oil,No,Corrosion and Cracking
INC2011-046,Release of Substance,03/21/2011,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Corrosion and Cracking
INC2011-066,Release of Substance,04/26/2011,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Corrosion and Cracking
INC2011-082,Serious Injury (CER or TSB),05/18/2011,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Other Causes
INC2011-090,Fatality,06/07/2011,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Incorrect Operation
INC2011-092,Release of Substance,06/09/2011,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Equipment Failure
INC2011-094,Release of Substance,06/17/2011,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Incorrect Operation
INC2011-168,Fire,11/04/2011,Yahk,British Columbia,Foothills Pipe Lines Ltd.,Not Applicable,No,Defect and Deterioration
INC2012-005,Serious Injury (CER or TSB),01/09/2012,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Not Applicable,Yes,Incorrect Operation
INC2012-007,Release of Substance,01/15/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Equipment Failure
INC2012-009,Operation Beyond Design Limits,01/17/2012,Clearwater,British Columbia,Trans Mountain Pipeline ULC,Not Applicable,No,Incorrect Operation
INC2012-016,Release of Substance,01/24/2012,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,Crude Oil - Sweet,No,Defect and Deterioration
INC2012-017,"Fire, Release of Substance",01/25/2012,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Propane,No,Incorrect Operation
INC2012-026,Serious Injury (CER or TSB),02/09/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,External Interference
INC2012-057,Fire,05/05/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,"Equipment Failure, External Interference"
INC2012-070,Serious Injury (CER or TSB),06/06/2012,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Incorrect Operation
INC2012-078,"Serious Injury (CER or TSB), Fire, Release of Substance",06/23/2012,Hudson's Hope,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,Yes,"Equipment Failure, External Interference"
INC2012-081,"Fire, Release of Substance",06/29/2012,Wonowon,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,Yes,Corrosion and Cracking
INC2012-082,Release of Substance,06/29/2012,Charlie Lake,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Equipment Failure
INC2012-089,"Release of Substance, Adverse Environmental Effects",07/14/2012,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur Dioxide,Yes,Corrosion and Cracking
INC2012-113,Release of Substance,08/24/2012,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Mixed HVP Hydrocarbons,No,Corrosion and Cracking
INC2012-120,Release of Substance,09/10/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hydrogen Sulphide,Yes,Defect and Deterioration
INC2012-152,Release of Substance,11/01/2012,Moyie,British Columbia,TransCanada PipeLines Limited B.C. System,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-159,Release of Substance,11/18/2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Corrosion and Cracking
INC2013-007,Release of Substance,01/21/2013,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Condensate,No,Equipment Failure
INC2013-015,Serious Injury (CER or TSB),01/30/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Incorrect Operation
INC2013-039,Release of Substance,03/08/2013,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur Dioxide,No,"Corrosion and Cracking, Defect and Deterioration, Incorrect Operation"
INC2013-043,Release of Substance,03/15/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Condensate,No,External Interference
INC2013-052,"Serious Injury (CER or TSB), Fire, Release of Substance",03/26/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,Yes,External Interference
INC2013-097,Release of Substance,06/19/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,"Equipment Failure, External Interference, Incorrect Operation"
INC2013-099,Release of Substance,06/26/2013,Hope,British Columbia,Trans Mountain Pipeline ULC,Crude Oil - Sweet,Yes,Defect and Deterioration
INC2013-110,"Fire, Release of Substance",07/05/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Incorrect Operation
INC2013-115,Operation Beyond Design Limits,07/24/2013,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,Incorrect Operation
INC2013-125,Fire,08/21/2013,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,External Interference
INC2013-129,Operation Beyond Design Limits,09/06/2013,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,"Defect and Deterioration, External Interference"
INC2013-137,Release of Substance,09/23/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,External Interference
INC2013-157,Release of Substance,11/21/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Equipment Failure
INC2013-160,Release of Substance,11/24/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,Corrosion and Cracking
INC2013-175,Release of Substance,12/16/2013,Elko,British Columbia,Foothills Pipe Lines Ltd.,Natural Gas - Sweet,No,Corrosion and Cracking
INC2014-004,Release of Substance,01/09/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hydrogen Sulphide,Yes,Corrosion and Cracking
INC2014-007,Release of Substance,01/11/2014,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Propane,No,Incorrect Operation
INC2014-013,Release of Substance,01/15/2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Incorrect Operation
INC2014-045,Release of Substance,03/23/2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Mixed HVP Hydrocarbons,No,Equipment Failure
INC2014-056,"Release of Substance, Adverse Environmental Effects",04/10/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Crude Oil - Sweet,Yes,Incorrect Operation
INC2014-058,Release of Substance,04/13/2014,Savona,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,Yes,"Equipment Failure, Incorrect Operation"
INC2014-064,"Release of Substance, Adverse Environmental Effects",05/01/2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Amine,Yes,Corrosion and Cracking
INC2014-071,Release of Substance,05/14/2014,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,To be determined
INC2014-083,Fire,06/10/2014,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,External Interference
INC2014-086,Operation Beyond Design Limits,06/13/2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,To be determined
INC2014-087,Fire,06/13/2014,Prophet River,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,External Interference
INC2014-097,Fire,07/18/2014,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,No,"Defect and Deterioration, External Interference"
INC2014-104,Release of Substance,08/06/2014,"23 km SW of Chetwynd, BC ",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur,No,"Equipment Failure, Incorrect Operation"
INC2014-110,Release of Substance,08/24/2014,Not Specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur,No,Corrosion and Cracking
INC2014-111,Fatality,09/02/2014,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not Applicable,Yes,Incorrect Operation
INC2014-120,Release of Substance,09/19/2014,Chitwan,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur,No,To be determined
INC2014-124,Release of Substance,10/02/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur,No,"Corrosion and Cracking, Incorrect Operation"
INC2014-127,Release of Substance,10/03/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,"Defect and Deterioration, Incorrect Operation"
INC2014-130,Release of Substance,10/19/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hydrogen Sulphide,Yes,"Equipment Failure, External Interference, Incorrect Operation"
INC2014-139,Release of Substance,11/15/2014,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Equipment Failure
INC2014-146,Release of Substance,11/27/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur Dioxide,No,Equipment Failure
INC2014-149,Release of Substance,12/04/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Sulphur Dioxide,No,Equipment Failure
INC2015-018,Release of Substance,02/15/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Water,No,"External Interference, Incorrect Operation"
INC2015-026,Release of Substance,03/09/2015,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Contaminated Water,No,Incorrect Operation
INC2015-027,Release of Substance,03/09/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Propane,No,External Interference
INC2015-032,Release of Substance,03/30/2015,Wonowon BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sour,Yes,"Equipment Failure, External Interference"
INC2015-042,Release of Substance,04/20/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Water,No,External Interference
INC2015-044,Release of Substance,04/22/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Amine,No,"External Interference, Incorrect Operation"
INC2015-051,Release of Substance,05/09/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Butane,No,External Interference
INC2015-054,Release of Substance,05/11/2015,"Quesnel, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Natural Gas - Sweet,No,Equipment Failure
INC2015-059,Fire,05/20/2015,Burnaby BC,British Columbia,Trans Mountain Pipeline ULC,Not Applicable,No,External Interference
INC2015-063,Release of Substance,05/25/2015,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Propane,No,External Interference
